"","length","mercury"
"1",45.216425160063,0.431545711622266
"2",44.3487571545244,0.496947742625723
"3",46.8656323863705,0.449186485036869
"4",41.6732942827422,0.413721300575412
"5",51.3451351077452,0.749113453271895
"6",56.6642835856918,0.680723961238934
"7",47.2722405275408,0.475996855639438
"8",25.8106128954363,0.166587800446536
"9",26.8533356202293,0.141332617524142
"10",19.5977623910964,0.0726650295841017
"11",46.6714759730972,0.360497761376266
"12",46.7035967583698,0.314369044788232
"13",45.2264470684614,0.477523253725955
"14",56.8105555495839,0.681829524679503
"15",21.240607656086,0.194585845167481
"16",39.0561414289127,0.483009688127493
"17",33.0196343093453,0.330412772279968
"18",45.7721947618259,0.549471337439271
"19",32.7406564233838,0.305300154084749
"20",37.8230750931195,0.459654265400888
"21",37.0169319946285,0.25038774141497
"22",48.0323594208192,0.602272448962758
"23",51.8440230029341,0.413357887108902
"24",48.5808315297365,0.522746587342245
"25",48.9929801460414,0.371361509289557
"26",33.0185023317672,0.019315623373859
"27",61.0373367300176,0.998751019753453
"28",64.7622106804743,1.02220376073606
"29",39.4396111205583,0.436488425662875
"30",39.1742231354294,0.372249529660845
"31",34.9266886941995,0.251933409160739
"32",30.7619375354403,0.124785177272287
"33",31.9745819445617,0.0902438155481554
"34",43.9109199397735,0.301221544939901
"35",41.3283628889578,0.254501369466549
"36",39.7135903496917,0.262488839986063
"37",44.0964889017057,0.510964089549436
"38",53.8515708464042,0.454976895586265
"39",49.0577201849284,0.412316669998342
"40",30.9174195411145,0.455860957120129
"41",60.630910968668,0.746896737933571
"42",48.1537014352477,0.350848602131973
"43",41.6094177228237,0.490521445010088
"44",52.6543849177269,0.429185371406403
"45",34.4611256379482,0.41943000698884
"46",46.3808194668824,0.2987478843502
"47",47.2291126926025,0.568859242374325
"48",44.294224290324,0.333888403877288
"49",36.9082376672354,0.118428000671687
"50",34.2765428933332,0.399448960835072
"51",47.6729819242218,0.423900556922488
"52",62.467737577503,0.595010696364373
"53",25.531828715323,0.162027906602896
"54",59.9800980939497,0.697521238297469
